ID,WAVE,DATE,DEPART_DATE,S_MM,S_DD,S_YYYY,ORIGIN,O_CODE,,O_LAT,O_LONG,PERSONS,ARR_DATE,ARR_DATE,E_MM,E_DD,E_YYYY,DESTINATION,,,DEST_LAT,DEST_LONG,DEST_TYPE,THROUGH,NOTES,SOURCE,,,,,,,,,
449,4,14th October 1943,1943-10-14,10,14,1943,Troppau,O_59,Troppau,49.933333,17.9,2,14th October 1943,1943-10-14,10,14,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
451,4,15th October 1943,1943-10-15,10,15,1943,Berlin,O_06,Berlin,52.5167,13.4,51,15th October 1943,1943-10-15,10,15,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
455,4,29th October 1943,1943-10-29,10,29,1943,Köln,O_32,Köln,50.9333,6.95,20,30th October 1943,1943-10-30,10,30,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
457,4,08th November 1943,1943-11-08,11,8,1943,Frankfurt on Main,O_19,Frankfurt,50.1167,8.6833,3,10th November 1943,1943-11-10,11,10,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
458,4,11th November 1943,1943-11-11,11,11,1943,Wien,O_62,Wien,48.2088,16.3726,91,12th November 1943,1943-11-12,11,12,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
459,4,15th November 1943,1943-11-15,11,15,1943,Berlin,O_06,Berlin,52.5167,13.4,44,15th November 1943,1943-11-15,11,15,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
460,4,18th November 1943,1943-11-18,11,18,1943,Oppeln,O_43,Oppeln,50.666667,17.933333,1,18th November 1943,1943-11-18,11,18,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
461,4,18th November 1943,1943-11-18,11,18,1943,Troppau,O_59,Troppau,49.933333,17.9,1,18th November 1943,1943-11-18,11,18,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
462,4,22nd November 1943,1943-11-22,11,22,1943,Berlin,O_06,Berlin,52.5167,13.4,23,22nd November 1943,1943-11-22,11,22,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
463,4,30th November 1943,1943-11-30,11,30,1943,Wien,O_62,Wien,48.2088,16.3726,46,01st December 1943,1943-12-01,12,1,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
468,4,15th December 1943,1943-12-15,12,15,1943,Theresienstadt,O_54,Theresienstadt,50.3,14.9,2504,16th December 1943,1943-12-16,12,16,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
469,4,15th December 1943,1943-12-15,12,15,1943,Düsseldorf,O_17,Düsseldorf,51.2167,6.7667,1,16th December 1943,1943-12-16,12,16,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
470,4,18th December 1943,1943-12-18,12,18,1943,Theresienstadt,O_54,Theresienstadt,50.3,14.9,2503,20th December 1943,1943-12-20,12,20,1943,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
471,4,18th December 1943,1943-12-18,12,18,1943,Hamburg,O_24,Hamburg,53.55,10,1,22nd December 1943,1943-12-22,12,22,1943,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
472,4,08th January 1944,1944-01-08,1,8,1944,Frankfurt on Main,O_19,Frankfurt,50.1167,8.6833,56,10th January 1944,1944-01-10,1,10,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
473,4,09th January 1944,1944-01-09,1,9,1944,Breslau,O_10,Breslau,51.1077,17.0383,73,09th January 1944,1944-01-09,1,9,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
474,4,10th January 1944,1944-01-10,1,10,1944,Aussig,O_04,Aussig,50.658333,14.041667,58,10th January 1944,1944-01-10,1,10,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
475,4,10th January 1944,1944-01-10,1,10,1944,Troppau,O_59,Troppau,49.933333,17.9,13,10th January 1944,1944-01-10,1,10,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
476,4,10th January 1944,1944-01-10,1,10,1944,Darmstadt,O_14,Darmstadt,49.866667,8.65,10,10th January 1944,1944-01-10,1,10,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
477,4,10th January 1944,1944-01-10,1,10,1944,Berlin,O_06,Berlin,52.5167,13.4,352,11th January 1944,1944-01-11,1,11,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
478,4,10th January 1944,1944-01-10,1,10,1944,Wien,O_62,Wien,48.2088,16.3726,6,11th January 1944,1944-01-11,1,11,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,Graz,,,,,,,,,,,
479,4,10th January 1944,1944-01-10,1,10,1944,Magdeburg,O_37,Magdeburg,52.133333,11.616667,16,11th January 1944,1944-01-11,1,11,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
480,4,11th January 1944,1944-01-11,1,11,1944,Breslau,O_10,Breslau,51.1077,17.0383,3,11th January 1944,1944-01-11,1,11,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
481,4,11th January 1944,1944-01-11,1,11,1944,Dresden,O_16,Dresden,51.0333,13.7333,42,11th January 1944,1944-01-11,1,11,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
482,4,11th January 1944,1944-01-11,1,11,1944,Stuttgart,O_53,Stuttgart,48.7786,9.1794,41,12th January 1944,1944-01-12,1,12,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
483,4,11th January 1944,1944-01-11,1,11,1944,Hannover,O_26,Hannover,52.366667,9.716667,19,12th January 1944,1944-01-12,1,12,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
484,4,11th January 1944,1944-01-11,1,11,1944,Stuttgart,O_53,Stuttgart,48.7786,9.1794,35,12th January 1944,1944-01-12,1,12,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
485,4,12th January 1944,1944-01-12,1,12,1944,Leipzig,O_34,Leipzig,51.33333,12.3833,24,12th January 1944,1944-01-12,1,12,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,Weimar,,,,,,,,,,,
486,4,12th January 1944,1944-01-12,1,12,1944,Aachen,O_01,Aachen,50.775278,6.082778,14,13th January 1944,1944-01-13,1,13,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,Düsseldorf,,,,,,,,,,,
487,4,12th January 1944,1944-01-12,1,12,1944,Hannover,O_26,Hannover,52.366667,9.716667,10,13th January 1944,1944-01-13,1,13,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
488,4,12th January 1944,1944-01-12,1,12,1944,Dortmund,O_15,Dortmund,51.516667,7.46667,8,13th January 1944,1944-01-13,1,13,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
489,4,12th January 1944,1944-01-12,1,12,1944,Münster,O_41,Münster,51.966667,7.63333,3,13th January 1944,1944-01-13,1,13,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
490,4,12th January 1944,1944-12-01,12,1,1944,München,O_40,München,48.15,11.5833,33,14th January 1944,1944-01-14,1,14,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
491,4,13th January 1944,1944-01-13,1,13,1944,Leipzig,O_34,Leipzig,51.33333,12.3833,46,14th January 1944,1944-01-14,1,14,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,Halle,,,,,,,,,,,
492,4,17th January 1944,1944-01-17,1,17,1944,Nürnberg,O_42,Nürnberg,49.4478,11.0683,15,18th January 1944,1944-01-18,1,18,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
493,4,17th January 1944,1944-01-17,1,17,1944,Königsberg,O_33,Königsberg,54.716667,20.516667,10,19th January 1944,1944-01-19,1,19,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
494,4,17th January 1944,1944-01-17,1,17,1944,München,O_40,München,48.15,11.5833,7,20th January 1944,1944-01-20,1,20,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
495,4,17th January 1944,1944-01-17,1,17,1944,Ried,O_49,Ried,48.21,13.489444,1,20th January 1944,1944-01-20,1,20,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,Innkreis,,,,,,,,,,,
496,4,19th January 1944?,1944-01-19,1,19,1944,Oppeln,O_43,Oppeln,50.666667,17.933333,9,20th January 1944,1944-01-20,1,20,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
497,4,19th January 1944,1944-01-19,1,19,1944,Hamburg,O_24,Hamburg,53.55,10,61,22nd January 1944,1944-01-22,1,22,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
500,4,21st January 1944,1944-01-21,1,21,1944,Berlin,O_06,Berlin,52.5167,13.4,63,21st January 1944,1944-01-21,1,21,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
501,4,21st January 1944,1944-01-21,1,21,1944,Königsberg,O_33,Königsberg,54.716667,20.516667,9,27th January 1944,1944-01-27,1,27,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
502,4,09th February 1944,1944-02-09,2,9,1944,Dresden,O_16,Dresden,51.0333,13.7333,1,09th February 1944,1944-02-09,2,9,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
503,4,09th February 1944,1944-02-09,2,9,1944,Berlin,O_06,Berlin,52.5167,13.4,100,10th February 1944,1944-02-10,2,10,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
504,4,09th February 1944,1944-02-09,2,9,1944,Königsberg,O_33,Königsberg,54.716667,20.516667,1,10th February 1944,1944-02-10,2,10,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
505,4,19th February 1944,1944-02-19,2,19,1944,Aussig,O_04,Aussig,50.658333,14.041667,3,19th February 1944,1944-02-19,2,19,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
507,4,23rd February 1944,1944-02-23,2,23,1944,Berlin,O_06,Berlin,52.5167,13.4,73,23rd February 1944,1944-02-23,2,23,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
508,4,23rd February 1944,1944-02-23,2,23,1944,Köln,O_32,Köln,50.9333,6.95,1,23rd February 1944,1944-02-23,2,23,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
509,4,23rd February 1944,1944-02-23,2,23,1944,Dortmund,O_15,Dortmund,51.516667,7.46667,2,23rd February 1944,1944-02-23,2,23,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
512,4,08th March 1944,1944-03-08,3,8,1944,Dresden,O_16,Dresden,51.0333,13.7333,1,08th March 1944,1944-03-08,3,8,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
513,4,09th March 1944,1944-03-09,3,9,1944,Berlin,O_06,Berlin,52.5167,13.4,32,11th March 1944,1944-03-11,3,11,1944,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
514,4,10th March 1944,1944-03-10,3,10,1944,Berlin,O_06,Berlin,52.5167,13.4,56,10th March 1944,1944-03-10,3,10,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
515,4,10th March 1944,1944-03-10,3,10,1944,Wien,O_62,Wien,48.2088,16.3726,84,11th March 1944,1944-03-11,3,11,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
516,4,13th March 1944,1944-03-13,3,13,1944,Leipzig,O_34,Leipzig,51.33333,12.3833,2,13th March 1944,1944-03-13,3,13,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
517,4,15th March 1944,1944-03-15,3,15,1944,Frankfurt on Main,O_19,Frankfurt,50.1167,8.6833,7,16th March 1944,1944-03-16,3,16,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
519,4,21st March 1944,1944-03-21,3,21,1944,Oppeln,O_43,Oppeln,50.666667,17.933333,22,21st March 1944,1944-03-21,3,21,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
520,4,23rd March 1944,1944-03-23,3,23,1944,Karlsbad,O_29,Karlsbad,48.91444,8.506389,1,23rd March 1944,1944-03-23,3,23,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
521,4,23rd March 1944,1944-03-23,3,23,1944,Königsberg,O_33,Königsberg,54.716667,20.516667,1,29th March 1944,1944-03-29,3,29,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
522,4,23rd March 1944,1944-03-23,3,23,1944,München,O_40,München,48.15,11.5833,1,07th April 1944,1944-04-07,4,7,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
523,4,23rd March 1944,1944-03-23,3,23,1944,Königsberg,O_33,Königsberg,54.716667,20.516667,2,13th April 1944,1944-04-13,4,13,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
524,4,14th April 1944,1944-04-14,4,14,1944,Troppau,O_59,Troppau,49.933333,17.9,1,14th April 1944,1944-04-14,4,14,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
525,4,18th April 1944,1944-04-18,4,18,1944,Berlin,O_06,Berlin,52.5167,13.4,31,19th April 1944?,1944-04-19,4,19,1944,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
526,4,19th April 1944,1944-04-19,4,19,1944,Berlin,O_06,Berlin,52.5167,13.4,50,19th April 1944,1944-04-19,4,19,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
527,4,19th April 1944,1944-04-19,4,19,1944,Stuttgart,O_53,Stuttgart,48.7786,9.1794,1,20th April 1944,1944-04-20,4,20,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
528,4,25th April 1944,1944-04-25,4,25,1944,Breslau,O_10,Breslau,51.1077,17.0383,17,25th April 1944,1944-04-25,4,25,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
530,4,26th April 1944,1944-04-26,4,26,1944,Köln,O_32,Köln,50.9333,6.95,1,26th April 1944,1944-04-26,4,26,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
531,4,26th April 1944,1944-04-26,4,26,1944,Königsberg,O_33,Königsberg,54.716667,20.516667,1,26th April 1944,1944-04-26,4,26,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
532,4,27th April 1944,1944-04-27,4,27,1944,Leipzig,O_34,Leipzig,51.33333,12.3833,2,27th April 1944,1944-04-27,4,27,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
533,4,28th April 1944,1944-04-28,4,28,1944,Wien,O_62,Wien,48.2088,16.3726,80,29th April 1944,1944-04-29,4,29,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
534,4,03rd May 1944,1944-05-03,5,3,1944,Berlin,O_06,Berlin,52.5167,13.4,26,4th May 1944?,1944-05-04,5,4,1944,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
535,4,04th May 1944,1944-05-04,5,4,1944,Berlin,O_06,Berlin,52.5167,13.4,26,04th May 1944,1944-05-04,5,4,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
536,4,15th May 1944,1944-05-15,5,15,1944,Leipzig,O_34,Leipzig,51.33333,12.3833,2,15th May 1944,1944-05-15,5,15,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
537,4,15th May 1944,1944-05-15,5,15,1944,Theresienstadt,O_54,Theresienstadt,50.3,14.9,2503,16th May 1944,1944-05-16,5,16,1944,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
538,4,16th May 1944,1944-05-16,5,16,1944,Theresienstadt,O_54,Theresienstadt,50.3,14.9,2500,17th May 1944,1944-05-17,5,17,1944,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
539,4,16th May 1944,1944-05-16,5,16,1944,Dortmund,O_15,Dortmund,51.516667,7.46667,2,17th May 1944,1944-05-17,5,17,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
540,4,17th May 1944,1944-05-17,5,17,1944,Wien,O_62,Wien,48.2088,16.3726,1,18th May 1944,1944-05-18,5,18,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,Graz,,,,,,,,,,,
541,4,18th May 1944,1944-05-18,5,18,1944,Wien,O_62,Wien,48.2088,16.3726,4,19th May 1944,1944-05-19,5,19,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,Graz,,,,,,,,,,,
542,4,18th May 1944,1944-05-18,5,18,1944,Theresienstadt,O_54,Theresienstadt,50.3,14.9,2500,19th May 1944,1944-05-19,5,19,1944,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
544,4,19th May 1944,1944-05-19,5,19,1944,Königsberg,O_33,Königsberg,54.716667,20.516667,11,20th May 1944,1944-05-20,5,20,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
545,4,19th May 1944,1944-05-19,5,19,1944,München,O_40,München,48.15,11.5833,1,23rd May 1944,1944-05-23,5,23,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
546,4,25th May 1944,1944-05-25,5,25,1944,Breslau,O_10,Breslau,51.1077,17.0383,1,25th May 1944,1944-05-25,5,25,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
547,4,26th May 1944,1944-05-26,5,26,1944,Berlin,O_06,Berlin,52.5167,13.4,32,26th May 1944,1944-05-26,5,26,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
548,4,26th May 1944,1944-05-26,5,26,1944,Hamburg,O_24,Hamburg,53.55,10,1,31st May 1944,1944-05-31,5,31,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
549,4,02nd June 1944,1944-06-02,6,2,1944,München,O_40,München,48.15,11.5833,1,03rd June 1944,1944-06-03,6,3,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
550,4,02nd June 1944,1944-06-02,6,2,1944,Wien,O_62,Wien,48.2088,16.3726,1,03rd June 1944,1944-06-03,6,3,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,Traunkirchen,,,,,,,,,,,
551,4,02nd June 1944,1944-06-02,6,2,1944,Hamburg,O_24,Hamburg,53.55,10,5,07th June 1944,1944-06-07,6,7,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
552,4,13th June 1944,1944-06-13,6,13,1944,Leipzig,O_34,Leipzig,51.33333,12.3833,3,13th June 1944,1944-06-13,6,13,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
553,4,13th June 1944,1944-06-13,6,13,1944,Frankfurt on Main,O_19,Frankfurt,50.1167,8.6833,1,14th June 1944,1944-06-14,6,14,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
554,4,13th June 1944,1944-06-13,6,13,1944,Danzig,O_13,Danzig,54.3666,18.6333,3,14th June 1944,1944-06-14,6,14,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
555,4,15th June 1944,1944-06-15,6,15,1944,Berlin,O_06,Berlin,52.5167,13.4,29,16th June 1944,1944-06-16,6,16,1944,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
556,4,16th June 1944,1944-06-16,6,16,1944,Berlin,O_06,Berlin,52.5167,13.4,28,16th June 1944,1944-06-16,6,16,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
557,4,21st June 1944,1944-06-21,6,21,1944,Wien,O_62,Wien,48.2088,16.3726,4,22nd June 1944,1944-06-22,6,22,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,Linz,,,,,,,,,,,
558,4,27th June 1944,1944-06-27,6,27,1944,Wien,O_62,Wien,48.2088,16.3726,22,28th June 1944,1944-06-28,6,28,1944,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
559,4,28th June 1944,1944-06-28,6,28,1944,Wien,O_62,Wien,48.2088,16.3726,18,29th June 1944,1944-06-29,6,29,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
560,4,28th June 1944,1944-06-28,6,28,1944,Wien,O_62,Wien,48.2088,16.3726,38,29th June 1944,1944-06-29,6,29,1944,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
561,4,28th June 1944,1944-06-28,6,28,1944,Stuttgart,O_53,Stuttgart,48.7786,9.1794,1,29th June 1944,1944-06-29,6,29,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
562,4,01st July 1944,1944-07-01,7,1,1944,Theresienstadt,O_54,Theresienstadt,50.3,14.9,10,02nd July 1944,1944-07-02,7,2,1944,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
563,4,04th July 1944,1944-07-04,7,4,1944,Frankfurt on Main,O_19,Frankfurt,50.1167,8.6833,7,05th July 1944,1944-07-05,7,5,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
564,4,09th July 1944,1944-07-09,7,9,1944,Wien,O_62,Wien,48.2088,16.3726,5,10th July 1944,1944-07-10,7,10,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,Graz,,,,,,,,,,,
565,4,09th July 1944,1944-07-09,7,9,1944,Düsseldorf,O_17,Düsseldorf,51.2167,6.7667,5,12th July 1944,1944-07-12,7,12,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
566,4,12th July 1944,1944-07-12,7,12,1944,Berlin,O_06,Berlin,52.5167,13.4,31,13th July 1944,1944-07-13,7,13,1944,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
567,4,13th July 1944,1944-07-13,7,13,1944,Berlin,O_06,Berlin,52.5167,13.4,26,13th July 1944,1944-07-13,7,13,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
568,4,23rd July 1944,1944-07-23,7,23,1944,Wien,O_62,Wien,48.2088,16.3726,1,24th July 1944,1944-07-24,7,24,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,Linz,,,,,,,,,,,
569,4,23rd July 1944,1944-07-23,7,23,1944,Hamburg,O_24,Hamburg,53.55,10,1,26th July 1944,1944-07-26,7,26,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
570,4,28th July 1944,1944-07-28,7,28,1944,Aussig,O_04,Aussig,50.658333,14.041667,1,28th July 1944,1944-07-28,7,28,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
571,4,28th July 1944,1944-07-28,7,28,1944,Dortmund,O_15,Dortmund,51.516667,7.46667,1,03rd August 1944,1944-08-03,8,3,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
572,4,09th August 1944,1944-08-09,8,9,1944,Dresden,O_16,Dresden,51.0333,13.7333,1,09th August 1944,1944-08-09,8,9,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
573,4,10th August 1944,1944-08-10,8,10,1944,Berlin,O_06,Berlin,52.5167,13.4,39,12th August 1944,1944-08-12,8,12,1944,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
574,4,11th August 1944,1944-08-11,8,11,1944,Berlin,O_06,Berlin,52.5167,13.4,32,11th August 1944,1944-08-11,8,11,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
575,4,16th August 1944,1944-08-16,8,16,1944,Wien,O_62,Wien,48.2088,16.3726,16,17th August 1944,1944-08-17,8,17,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
577,4,21st August 1944,1944-08-21,8,21,1944,Hamburg,O_24,Hamburg,53.55,10,1,23rd August 1944,1944-08-23,8,23,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
578,4,30th August 1944,1944-08-30,8,30,1944,Dresden,O_16,Dresden,51.0333,13.7333,1,30th August 1944,1944-08-30,8,30,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
579,4,01st September 1944,1944-09-01,9,1,1944,Wien,O_62,Wien,48.2088,16.3726,29,04th September 1944,1944-09-04,9,4,1944,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
580,4,05th September 1944,1944-09-05,9,5,1944,Berlin,O_06,Berlin,52.5167,13.4,27,08th September 1944,1944-09-08,9,8,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
581,4,06th September 1944,1944-09-06,9,6,1944,Berlin,O_06,Berlin,52.5167,13.4,39,07th September 1944,1944-09-07,9,7,1944,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
582,4,06th September 1944,1944-09-06,9,6,1944,Darmstadt,O_14,Darmstadt,49.866667,8.65,1,20th September 1944,1944-09-20,9,20,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
583,4,21st September 1944,1944-09-21,9,21,1944,Wien,O_62,Wien,48.2088,16.3726,2,22nd September 1944,1944-09-22,9,22,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,Graz,,,,,,,,,,,
584,4,27th September 1944,1944-09-27,9,27,1944,Dresden,O_16,Dresden,51.0333,13.7333,1,27th September 1944,1944-09-27,9,27,1944,Theresienstadt,D_31,Theresienstadt,50.3,14.9,T,,,,,,,,,,,,
585,4,28th September 1944,1944-09-28,9,28,1944,Theresienstadt,O_54,Theresienstadt,50.3,14.9,2499,29th September 1944,1944-09-29,9,29,1944,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
586,4,29th September 1944,1944-09-29,9,29,1944,Theresienstadt,O_54,Theresienstadt,50.3,14.9,1500,30th September 1944,1944-09-30,9,30,1944,Auschwitz,D_01,Auschwitz,50.026199,19.204099,E,,,,,,,,,,,,
